,RANK,COUNTRY,PLAYER,CHANGE +/-,WIN - LOSE,PRIZE MONEY,POINTS / TOURNAMENTS
0,1,CHN CHN,LUO Ying LUO Yu,0,109 - 38,"$314,418.74","74,640 / 14"
1,2,INA INA,Nitya Krishinda MAHESWARI Greysia POLII,0,115 - 54,"$316,965.87","72,592 / 17"
2,3,JPN JPN,Misaki MATSUTOMO Ayaka TAKAHASHI,0,193 - 93,"$395,619.74","72,579 / 18"
3,4,DEN DEN,Kamilla RYTTER JUHL Christinna PEDERSEN,0,168 - 76,"$411,589.67","72,380 / 16"
4,5,KOR KOR,JUNG Kyung Eun SHIN Seung Chan,1,34 - 11,"$247,052.01","60,240 / 13"
5,6,KOR KOR,CHANG Ye Na LEE So Hee,-1,38 - 11,"$190,831.83","59,060 / 13"
6,7,NED NED,Eefje MUSKENS Selena PIEK,1,98 - 39,"$91,151.72","54,025 / 23"
7,8,CHN CHN,MA Jin TANG Yuanting,-1,43 - 11,"$396,265.00","54,019 / 8"
8,9,JPN JPN,Naoko FUKUMAN Kurumi YONAO,0,66 - 38,"$37,373.72","50,750 / 20"
9,10,CHN CHN,TIAN Qing ZHAO Yunlei,0,172 - 30,"$793,853.62","50,270 / 6"
10,11,JPN JPN,Reika KAKIIWA Miyuki MAEDA,1,72 - 48,"$251,632.69","47,430 / 15"
11,12,JPN JPN,Shizuka MATSUO Mami NAITO,1,153 - 88,"$164,940.82","47,100 / 17"
12,13,IND IND,Jwala GUTTA Ashwini PONNAPPA,1,85 - 90,"$78,936.98","46,314 / 21"
13,14,MAS MAS,Vivian Kah Mun HOO Khe Wei WOON,-3,94 - 79,"$72,240.14","46,274 / 19"
14,15,KOR KOR,GO Ah Ra YOO Hae Won,0,66 - 50,"$69,069.96","45,950 / 19"
15,16,KOR KOR,CHAE Yoo Jung KIM So Yeong,0,19 - 16,"$66,024.35","45,550 / 14"
16,17,BUL BUL,Gabriela STOEVA Stefani STOEVA,0,150 - 53,"$58,604.74","44,680 / 20"
17,18,CHN CHN,WANG Xiaoli YU Yang (F),0,194 - 21,"$1,165,684.99","43,130 / 7"
18,19,HKG HKG,POON Lok Yan TSE Ying Suet,0,86 - 83,"$84,542.47","41,480 / 15"
19,20,THA THA,Puttita SUPAJIRAKUL Sapsiree TAERATTANACHAI,1,31 - 41,"$39,636.19","40,135 / 20"
20,21,JPN JPN,Yuki FUKUSHIMA Sayaka HIROTA,1,38 - 17,"$21,363.11","40,090 / 10"
21,22,THA THA,Jongkolphan KITITHARAKUL Rawinda PRAJONGJAI,1,37 - 33,"$22,679.10","40,050 / 22"
22,23,CHN CHN,TANG Yuanting YU Yang (F),1,25 - 1,"$839,866.87","39,318 / 6"
23,24,KOR KOR,JUNG Kyung Eun CHANG Ye Na,1,15 - 10,"$291,120.13","37,845 / 8"
24,25,KOR KOR,LEE So Hee SHIN Seung Chan,1,80 - 48,"$146,763.71","37,590 / 10"
25,26,GER GER,Carla NELTE Johanna GOLISZEWSKI,1,70 - 61,"$33,407.49","37,560 / 26"
26,27,GER GER,Birgit MICHELS Isabel HERTTRICH,1,26 - 28,"$41,213.40","37,036 / 21"
27,28,USA USA,Eva LEE Paula Lynn OBANANA,1,115 - 79,"$31,726.69","36,841 / 26"
28,29,MAS MAS,Amelia Alicia ANSCELLY Fie Cho SOONG,-9,59 - 47,"$34,514.04","36,650 / 17"
29,30,ENG ENG,Heather OLVER Lauren SMITH,0,49 - 31,"$40,402.75","36,119 / 27"
30,31,JPN JPN,Ayane KURIHARA Naru SHINOYA,0,40 - 19,"$24,276.11","35,160 / 12"
31,32,THA THA,Chaladchalam Chayanit Phataimas MUENWONG,0,42 - 22,"$13,974.92","34,920 / 21"
32,33,INA INA,Anggia Shitta AWANDA Mahadewi Istirani NI KETUT,1,21 - 11,"$19,704.98","34,060 / 13"
33,34,INA INA,Suci Rizky ANDINI Maretha Dea GIOVANI,-1,24 - 13,"$35,035.35","33,560 / 14"
34,35,NED NED,Samantha BARNING Iris TABELING,0,44 - 42,"$29,096.19","33,022 / 19"
35,36,TUR TUR,Neslihan YIGIT Ozge BAYRAK,0,98 - 44,"$16,615.05","32,898 / 16"
36,37,INA INA,Gebby Ristiyani IMAWAN Tiara Rosalia NURAIDAH,0,70 - 50,"$33,041.70","31,960 / 13"
37,38,JPN JPN,Shiho TANAKA Koharu YONEMOTO,0,15 - 10,"$23,582.58","31,530 / 11"
38,39,TPE TPE,HSU Ya Ching PAI Yu Po,0,15 - 35,"$8,128.07","30,160 / 22"
39,40,BRA BRA,Lohaynny VICENTE Luana VICENTE,0,63 - 33,"$10,538.65","29,383 / 14"
40,41,TPE TPE,HSIEH Pei Chen WU Ti Jung,0,15 - 25,"$21,310.60","28,390 / 22"
41,42,IND IND,Pradnya GADRE NELAKURIHI Sikki Reddy,0,32 - 21,"$17,861.73","27,980 / 10"
42,43,RUS RUS,Evgeniya KOSETSKAYA Ekaterina BOLOTOVA,12,36 - 23,"$16,254.75","27,692 / 10"
43,44,CHN CHN,TANG Jinhua TIAN Qing,-1,12 - 3,"$694,460.11","27,440 / 4"
44,45,CAN CAN,Alex BRUCE Phyllis CHAN,-1,40 - 40,"$12,090.95","26,938 / 17"
45,46,INA INA,Della Destiara HARIS Rosyita Eka PUTRI SARI,6,17 - 5,"$36,631.73","26,510 / 8"
46,47,CHN CHN,CHEN Qingchen JIA Yifan,-1,24 - 6,"$28,993.75","26,020 / 6"
47,48,INA INA,Devi Tika PERMATASARI Keshya Nurvita HANADIA,-1,52 - 32,"$24,140.91","25,580 / 10"
48,49,INA INA,Pia Zebadiah BERNADETH Rizki Amelia PRADIPTA,-1,75 - 50,"$87,147.74","25,420 / 8"
49,50,CHN CHN,TANG Jinhua ZHONG Qianxin,-1,10 - 4,"$420,983.11","25,340 / 5"
50,51,AUS AUS,Setyana MAPASA Gronya SOMERVILLE,-1,27 - 8,"$4,331.74","25,220 / 11"
51,52,TPE TPE,CHIANG Kai Hsin WU Fang Chien,1,19 - 26,"$9,729.92","24,110 / 18"
52,53,CHN CHN,BAO Yixin TANG Yuanting,1,13 - 1,"$450,888.74","23,950 / 3"
53,54,DEN DEN,Maiken FRUERGAARD Sara THYGESEN,2,27 - 26,"$6,567.25","23,840 / 10"
54,55,SIN SIN,Yu Yan Vanessa NEO Shinta Mulia SARI,-10,26 - 31,"$78,790.04","23,617 / 10"
55,56,MAS MAS,Meng Yean LEE Yin Loo LIM,-5,21 - 28,"$27,415.31","22,650 / 11"
56,57,CHN CHN,OU Dongni YU Xiaohan,0,0 - 0,"$94,622.49","21,940 / 3"
57,58,FRA FRA,Delphine LANSAC Emilie LEFEL,0,30 - 19,"$5,210.24","21,244 / 9"
58,59,FRA FRA,Marie BATOMENE Emilie LEFEL,0,12 - 10,"$4,563.37","20,780 / 10"
59,60,ENG ENG,Sophie BROWN Kate ROBERTSHAW,0,16 - 13,"$9,842.63","20,760 / 10"
60,61,IRI IRI,Negin AMIRIPOUR AGHAEI Hajiagha Soraya,0,16 - 12,"$4,206.31","20,620 / 13"
61,62,HKG HKG,CHAN Kaka Tsz Ka TSE Ying Suet,0,28 - 36,"$54,972.71","20,560 / 6"
62,63,MAS MAS,YAP Cheng Wen Joyce Wai Chi CHOONG,0,22 - 24,"$2,576.72","20,110 / 10"
63,64,TUR TUR,Cemre FERE Ebru YAZGAN,1,16 - 9,"$4,654.98","19,820 / 10"
64,65,EGY EGY,Menna ELTANANY Nadine ASHRAF,1,17 - 21,"$1,372.48","19,433 / 18"
65,66,FRA FRA,Audrey FONTAINE Anne TRAN,-2,7 - 10,"$5,205.61","19,360 / 11"
66,67,MEX MEX,Haramara GAITAN Sabrina SOLIS,0,20 - 18,"$1,438.08","18,750 / 11"
67,68,INA INA,Pia Zebadiah BERNADETH Aprilsasi Putri LEJARSAR VARIELLA,0,10 - 7,"$63,899.50","18,380 / 7"
68,69,INA INA,Komala DEWI Vita MARISSA,0,9 - 7,"$150,878.94","18,310 / 7"
69,70,THA THA,Savitree AMITRAPAI Pacharapun CHOCHUWONG,0,14 - 7,"$29,494.97","18,250 / 8"
70,71,HKG HKG,CHAN Kaka Tsz Ka YUEN Sin Ying,0,10 - 9,"$12,848.97","18,046 / 10"
71,72,GER GER,Linda EFLER Lara KAEPPLEIN,1,15 - 14,"$1,456.25","17,340 / 11"
72,73,RUS RUS,Anastasia CHERVYAKOVA Olga MOROZOVA,1,14 - 5,"$16,669.25","16,970 / 7"
73,74,THA THA,Duanganong AROONKESORN Kunchala VORAVICHITCHAIKUL,1,157 - 174,"$120,720.00","16,773 / 6"
74,75,UKR UKR,Natalya VOYTSEKH Yelyzaveta ZHARKA,1,26 - 23,"$4,364.00","16,740 / 8"
75,76,INA INA,Dian FITRIANI Nadya MELATI,2,20 - 17,"$38,319.44","16,340 / 7"
76,77,BRA BRA,Paula B PEREIRA Fabiana SILVA,2,29 - 22,"$5,288.33","16,332 / 7"
77,78,INA INA,Apriani RAHAYU Jauza Fadhila SUGIARTO,2,16 - 14,"$2,037.50","16,300 / 10"
78,79,KOR KOR,EOM Hye Won KIM Ha Na,2,14 - 9,"$134,343.09","16,240 / 5"
79,80,KOR KOR,Hye Rin KIM Hee Yong KONG,2,7 - 7,"$1,747.50","16,080 / 7"
80,81,PER PER,Daniela MACIAS Danica NISHIMURA,2,24 - 26,"$3,629.92","15,860 / 8"
